item_ref,object_name,categories,constraints,type,max_field_size,field_name,description,foreign_key,expected_data,returns,cms,cms_field,cms_table,required_enabled,unique_enabled,primary_key,join_type,guidance
CLEA010A,ssd_care_leavers,care_leavers, ,nvarchar,100,clea_care_leaver_personal_advisor,Allocated Personal Advisor, , ,AnnexA|RIIA,liquid_logic|mosaic,liquid_logic : clea_care_leaver_personal_advisor|mosaic : clea_care_leaver_personal_advisor,liquid_logic : ssd_care_leavers|mosaic : ssd_care_leavers, , , , ,Allocated Personal Advisor for Care Leaver
CLEA011A,ssd_care_leavers,care_leavers, ,nvarchar,255,clea_care_leaver_allocated_team,Allocated Team,ssd_department.dept_team_id, ,AnnexA|RIIA,liquid_logic|mosaic,liquid_logic : clea_care_leaver_allocated_team_name|mosaic : clea_care_leaver_allocated_team_name,liquid_logic : ssd_care_leavers|mosaic : ssd_care_leavers, , , , ,Allocated Team responsible for Care Leaver
CLEA012A,ssd_care_leavers,care_leavers, ,nvarchar,100,clea_care_leaver_worker_id,Allocated Worker ID,ssd_professionals.prof_professional_id, ,AnnexA|RIIA,liquid_logic|mosaic,liquid_logic : clea_care_leaver_worker_name|mosaic : clea_care_leaver_worker_name,liquid_logic : ssd_care_leavers|mosaic : ssd_care_leavers, , , , ,Allocated worker responsible for Care Leaver
PERM001A,ssd_permanence,looked_after|permanence|adoption, ,nvarchar,48,perm_table_id,permanence_table_id, , ,Local,liquid_logic|mosaic,liquid_logic : perm_table_id|mosaic : perm_table_id,liquid_logic : ssd_permanence|mosaic : ssd_permanence,Yes, ,Yes, ,Row identifier for the ssd_permanence table
PERM002A,ssd_permanence,looked_after|permanence|adoption, ,nvarchar,48,perm_person_id,Person Unique ID,ssd_cla_episodes.clae_cla_episode_id, ,Local,liquid_logic|mosaic,liquid_logic : perm_person_id|mosaic : perm_person_id,liquid_logic : ssd_permanence|mosaic : ssd_permanence,Yes, , , ,Person's ID generated in CMS Database
PERM022A,ssd_permanence,looked_after|permanence|adoption, ,nvarchar,48,perm_cla_id,CLA Table ID, , ,Local,liquid_logic|mosaic,liquid_logic : perm_cla_id|mosaic : perm_cla_id, , , , , ,"System identifier for the whole period of care, encompassing all episodes within that period of care."
PERM003A,ssd_permanence,looked_after|permanence|adoption, ,datetime,NULL,perm_adm_decision_date,Date of ADM Decision , , ,SSDA903|ASGLB,liquid_logic|mosaic,liquid_logic : perm_adm_decision_date|mosaic : perm_adm_decision_date,liquid_logic : ssd_permanence|mosaic : ssd_permanence, , , , ,"The date of the decision that the child should be placed for adoption. This is the date on which the local authority formally decides that a child should be placed for adoption, i.e. the date the agency decision maker takes the decision to endorse the proposed adoption plan for the child."
PERM004A,ssd_permanence,looked_after|permanence|adoption, ,datetime,NULL,perm_ffa_cp_decision_date,Date of FFA/ CP Decision, , ,ASGLB|AnnexA,liquid_logic|mosaic,liquid_logic : perm_ffa_cp_decision_date|mosaic : perm_ffa_cp_decision_date,liquid_logic : ssd_permanence|mosaic : ssd_permanence, , , , ,"Date of the decision that the child should be placed in a FFA or CP placement with a selected family, if applicable"
PERM006A,ssd_permanence,looked_after|permanence|adoption, ,datetime,NULL,perm_placement_order_date,Date of Placement/ Freeing Order, , ,SSDA903|AnnexA|ASGLB,liquid_logic|mosaic,liquid_logic : perm_placement_order_date|mosaic : perm_placement_order_date,liquid_logic : ssd_permanence|mosaic : ssd_permanence, , , , ,The date that a Placement order or Freeing order was granted. This can be ascertained from the date when a child's legal status has changed to E1 (Placement order granted) or D1 (Freeing order granted).
PERM007A,ssd_permanence,looked_after|permanence|adoption, ,datetime,NULL,perm_placed_for_adoption_date,Date Placed for Adoption, , ,SSDA903|AnnexA|ASGLB,liquid_logic|mosaic,liquid_logic : perm_placed_for_adoption_date|mosaic : perm_placed_for_adoption_date,liquid_logic : ssd_permanence|mosaic : ssd_permanence, , , , ,"The date that the child was placed for adoption with particular prospective adopters.. Or, if the child was placed with their foster carers or were in a FFA/concurrent planning placement, record the date this placement changed from a foster placement to an adoption placement.
This is the date that child goes to live with the prospective adopters who will adopt them. It does not mean that the child has been adopted."
PERM008A,ssd_permanence,looked_after|permanence|adoption, ,datetime,NULL,perm_matched_date,Date Matched to Prospective Adopters, , ,SSDA903|AnnexA|ASGLB,liquid_logic|mosaic,liquid_logic : perm_matched_date|mosaic : perm_matched_date,liquid_logic : ssd_permanence|mosaic : ssd_permanence, , , , ,"The date that the child was matched to particular prospective adopters or with dually approved foster carers/adopters for FFA.
This is the date on which the local authority formally decides that the child should be placed for adoption with the particular prospective adopters. If the child is adopted by the foster carer or relatives with whom he/she is already placed, the date of decision should be recorded here."
PERM021A,ssd_permanence,looked_after|permanence|adoption, ,nchar,1,perm_adopted_by_carer_flag,Adopted by carer flag, , ,SSDA903|AnnexA,liquid_logic|mosaic,liquid_logic : perm_adopted_by_carer_flag|mosaic : perm_adopted_by_carer_flag, , , , , ,Flag showing if the child was Adopted by their former carer. Y/N
PERM009A,ssd_permanence,looked_after|permanence|adoption, ,datetime,NULL,perm_placed_ffa_cp_date,Date Placed in FFA/ CP Placement , , ,AnnexA|ASGLB,liquid_logic|mosaic,liquid_logic : perm_placed_ffa_cp_date|mosaic : perm_placed_ffa_cp_date,liquid_logic : ssd_permanence|mosaic : ssd_permanence, , , , ,Date the child was placed in a FFA or CP placement.
PERM010A,ssd_permanence,looked_after|permanence|adoption, ,datetime,NULL,perm_decision_reversed_date,Date of Decision that Child Should No Longer be Placed for Adoption, , ,SSDA903|AnnexA|ASGLB,liquid_logic|mosaic,liquid_logic : perm_decision_reversed_date|mosaic : perm_decision_reversed_date,liquid_logic : ssd_permanence|mosaic : ssd_permanence, , , , ,The date that the local authority formally decides that a child should no longer be placed for adoption
PERM011A,ssd_permanence,looked_after|permanence|adoption, ,datetime,NULL,perm_placed_foster_carer_date,Date originally placed with foster carer(s) (if adopted by foster carer/s), , ,AnnexA|ASGLB,liquid_logic|mosaic,liquid_logic : perm_placed_foster_carer_date|mosaic : perm_placed_foster_carer_date,liquid_logic : ssd_permanence|mosaic : ssd_permanence, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Date the child was originally placed with their foster carer(s) (only if the child was adopted by their foster carer(s))"
PERM012A,ssd_permanence,looked_after|permanence|adoption, ,nchar,1,perm_part_of_sibling_group,Is the child a part of a sibling group?, , ,ASGLB,liquid_logic|mosaic,liquid_logic : perm_part_of_sibling_group|mosaic : perm_part_of_sibling_group,liquid_logic : ssd_permanence|mosaic : ssd_permanence, , , , ,"Is the child a part of a sibling group
Code set
0 - No
1 - Yes"
PERM013A,ssd_permanence,looked_after|permanence|adoption, ,int,2,perm_siblings_placed_together,"Number of children placed, or planned to be placed, for adoption together as sibling group INCLUDING this child", , ,ASGLB,liquid_logic|mosaic,liquid_logic : perm_siblings_placed_together|mosaic : perm_siblings_placed_together,liquid_logic : ssd_permanence|mosaic : ssd_permanence, , , , ,"Number of children placed, or planned to be placed, for adoption together as sibling group INCLUDING this child"
PERM014A,ssd_permanence,looked_after|permanence|adoption, ,int,2,perm_siblings_placed_apart,"Number of siblings placed, or planned to be placed, for adoption separately from the child", , ,ASGLB,liquid_logic|mosaic,liquid_logic : perm_siblings_placed_apart|mosaic : perm_siblings_placed_apart,liquid_logic : ssd_permanence|mosaic : ssd_permanence, , , , ,"Number of siblings placed, or planned to be placed, for adoption separately from the child"
PERM015A,ssd_permanence,looked_after|permanence|adoption, ,nvarchar,48,perm_placement_provider_urn,URN of the placement provider agency, , ,Local,liquid_logic|mosaic,liquid_logic : perm_placement_provider_urn|mosaic : perm_placement_provider_urn,liquid_logic : ssd_permanence|mosaic : ssd_permanence, , , , ,URN of the placement provider agency
PERM016A,ssd_permanence,looked_after|permanence|adoption, ,nvarchar,100,perm_decision_reversed_reason,Reason No Longer Placed for Adoption, , ,SSDA903|AnnexA|ASGLB,liquid_logic|mosaic,liquid_logic : perm_decision_reversed_reason|mosaic : perm_decision_reversed_reason,liquid_logic : ssd_permanence|mosaic : ssd_permanence, , , , ,"Reason why the child is no longer considered for adoption
Code set
RD1 - The child’s needs changed subsequent to the decision
RD2 - The Court did not make a placement order
RD3 - Prospective adopters could not be found
RD4 - Any other reason"
PERM017A,ssd_permanence,looked_after|permanence, ,datetime,NULL,perm_permanence_order_date,Date of Order , , ,AnnexA|ASGLB,liquid_logic|mosaic,liquid_logic : perm_permanence_order_date|mosaic : perm_permanence_order_date,liquid_logic : ssd_permanence|mosaic : ssd_permanence, , , , ,Date permanence order granted -  this is the CLA Placement End Date
PERM018A,ssd_permanence,looked_after|permanence, ,nvarchar,100,perm_permanence_order_type,Type of Order, , ,ASGLB,liquid_logic|mosaic,liquid_logic : perm_permanence_order_type|mosaic : perm_permanence_order_type,liquid_logic : ssd_permanence|mosaic : ssd_permanence, , , , ,"Type of Permanence order granted
- Adoption
- Special Guardianship 
- Child Arrangements Order/ Residence Order"
PERM023A,ssd_permanence,looked_after|permanence|adoption, ,nvarchar,100,perm_adoption_worker_id,Adoption social worker,ssd_professionals.prof_professional_id, ,Local,liquid_logic|mosaic, , , , , , ,Adoption Social Worker
PERM025A,ssd_permanence,looked_after|permanence|adoption, ,nvarchar,48,perm_adopter_sex,Sex of Adopter, , ,SSDA903, , , , , , , ,"The sex of the adopter/s/ prospective adopter/s.
Code set
F1    - Single Female
FF    - Female couple
M1  - Single Male
MF   - Male/Female couple
MM - Male couple"
